Freq.	V(rho_over_pref)*I(R4)*freq/sqrt(2)
4.32800000000000e+003	(7.89703055759561e+001dB,4.50869389415570e+000°)
4.32900000000000e+003	(7.88137220609883e+001dB,4.03068925221755e+000°)
4.33000000000000e+003	(7.86592176461572e+001dB,3.56011442016416e+000°)
4.33100000000000e+003	(7.85067418761896e+001dB,3.09666777210947e+000°)
4.33200000000000e+003	(7.83562460949999e+001dB,2.64006419654696e+000°)
4.33300000000000e+003	(7.82076833733824e+001dB,2.19003397032723e+000°)
4.33400000000000e+003	(7.80610084392801e+001dB,1.74632172191229e+000°)
4.33500000000000e+003	(7.79161776103766e+001dB,1.30868547566294e+000°)
4.33600000000000e+003	(7.77731487293581e+001dB,8.76895770347834e-001°)
4.33700000000000e+003	(7.76318811015340e+001dB,4.50734845084032e-001°)
4.33800000000000e+003	(7.74923354349966e+001dB,2.99958870893970e-002°)
4.33900000000000e+003	(7.73544737832024e+001dB,-3.85517664121396e-001°)
4.34000000000000e+003	(7.72182594899361e+001dB,-7.95992760878325e-001°)
4.34100000000000e+003	(7.70836571365730e+001dB,-1.20160734418746e+000°)
4.34200000000000e+003	(7.69506324915991e+001dB,-1.60253089716989e+000°)
4.34300000000000e+003	(7.68191524623398e+001dB,-1.99892495865857e+000°)
4.34400000000000e+003	(7.66891850487361e+001dB,-2.39094360028145e+000°)
4.34500000000000e+003	(7.65606992991875e+001dB,-2.77873386989631e+000°)
4.34600000000000e+003	(7.64336652683258e+001dB,-3.16243620412532e+000°)
4.34700000000000e+003	(7.63080539766553e+001dB,-3.54218481241904e+000°)
4.34800000000000e+003	(7.61838373720115e+001dB,-3.91810803487093e+000°)
4.34900000000000e+003	(7.60609882926697e+001dB,-4.29032867589145e+000°)
4.35000000000000e+003	(7.59394804321925e+001dB,-4.65896431547670e+000°)
4.35100000000000e+003	(7.58192883057461e+001dB,-5.02412759993155e+000°)
4.35200000000000e+003	(7.57003872179952e+001dB,-5.38592651346860e+000°)
4.35300000000000e+003	(7.55827532323677e+001dB,-5.74446463221339e+000°)
4.35400000000000e+003	(7.54663631417253e+001dB,-6.09984136185219e+000°)
4.35500000000000e+003	(7.53511944403191e+001dB,-6.45215216016415e+000°)
4.35600000000000e+003	(7.52372252970019e+001dB,-6.80148874552012e+000°)
4.35700000000000e+003	(7.51244345295686e+001dB,-7.14793929239629e+000°)
4.35800000000000e+003	(7.50128015803148e+001dB,-7.49158861475377e+000°)
4.35900000000000e+003	(7.49023064925870e+001dB,-7.83251833823990e+000°)
4.36000000000000e+003	(7.47929298883834e+001dB,-8.17080706193316e+000°)
4.36100000000000e+003	(7.46846529469621e+001dB,-8.50653051035546e+000°)
4.36200000000000e+003	(7.45774573843092e+001dB,-8.83976167648678e+000°)
4.36300000000000e+003	(7.44713254335742e+001dB,-9.17057095630437e+000°)
4.36400000000000e+003	(7.43662398262576e+001dB,-9.49902627551844e+000°)
4.36500000000000e+003	(7.42621837742674e+001dB,-9.82519320894893e+000°)
4.36600000000000e+003	(7.41591409527256e+001dB,-1.01491350930647e+001°)
4.36700000000000e+003	(7.40570954834718e+001dB,-1.04709131321657e+001°)
4.36800000000000e+003	(7.39560319193017e+001dB,-1.07905864985563e+001°)
4.36900000000000e+003	(7.38559352288262e+001dB,-1.11082124271769e+001°)
4.37000000000000e+003	(7.37567907820060e+001dB,-1.14238463049703e+001°)
4.37100000000000e+003	(7.36585843362314e+001dB,-1.17375417554068e+001°)
4.37200000000000e+003	(7.35613020230238e+001dB,-1.20493507183856e+001°)
4.37300000000000e+003	(7.34649303352445e+001dB,-1.23593235258765e+001°)
4.37400000000000e+003	(7.33694561148584e+001dB,-1.26675089735079e+001°)
4.37500000000000e+003	(7.32748665411654e+001dB,-1.29739543883978e+001°)
4.37600000000000e+003	(7.31811491195037e+001dB,-1.32787056934384e+001°)
4.37700000000000e+003	(7.30882916704332e+001dB,-1.35818074682313e+001°)
4.37800000000000e+003	(7.29962823193165e+001dB,-1.38833030069124e+001°)
4.37900000000000e+003	(7.29051094863450e+001dB,-1.41832343730150e+001°)
4.38000000000000e+003	(7.28147618769051e+001dB,-1.44816424515887e+001°)
4.38100000000000e+003	(7.27252284723845e+001dB,-1.47785669986811e+001°)
4.38200000000000e+003	(7.26364985212790e+001dB,-1.50740466883917e+001°)
4.38300000000000e+003	(7.25485615306901e+001dB,-1.53681191575871e+001°)
4.38400000000000e+003	(7.24614072580842e+001dB,-1.56608210484751e+001°)
4.38500000000000e+003	(7.23750257034536e+001dB,-1.59521880490720e+001°)
4.38600000000000e+003	(7.22894071016879e+001dB,-1.62422549317732e+001°)
4.38700000000000e+003	(7.22045419152781e+001dB,-1.65310555900784e+001°)
4.38800000000000e+003	(7.21204208272951e+001dB,-1.68186230735775e+001°)
4.38900000000000e+003	(7.20370347346102e+001dB,-1.71049896213155e+001°)
4.39000000000000e+003	(7.19543747413625e+001dB,-1.73901866936170e+001°)
4.39100000000000e+003	(7.18724321526887e+001dB,-1.76742450024378e+001°)
4.39200000000000e+003	(7.17911984686708e+001dB,-1.79571945403399e+001°)
4.39300000000000e+003	(7.17106653784879e+001dB,-1.82390646081672e+001°)
4.39400000000000e+003	(7.16308247547910e+001dB,-1.85198838414773e+001°)
4.39500000000000e+003	(7.15516686482904e+001dB,-1.87996802357958e+001°)
4.39600000000000e+003	(7.14731892824943e+001dB,-1.90784811707802e+001°)
4.39700000000000e+003	(7.13953790487016e+001dB,-1.93563134332957e+001°)
4.39800000000000e+003	(7.13182305010792e+001dB,-1.96332032395383e+001°)
4.39900000000000e+003	(7.12417363520022e+001dB,-1.99091762561661e+001°)
4.40000000000000e+003	(7.11658894674846e+001dB,-2.01842576205628e+001°)
4.40100000000000e+003	(7.10906828628046e+001dB,-2.04584719602340e+001°)
4.40200000000000e+003	(7.10161096982631e+001dB,-2.07318434114002e+001°)
4.40300000000000e+003	(7.09421632751006e+001dB,-2.10043956368057e+001°)
4.40400000000000e+003	(7.08688370315317e+001dB,-2.12761518428144e+001°)
4.40500000000000e+003	(7.07961245389154e+001dB,-2.15471347957994e+001°)
4.40600000000000e+003	(7.07240194980764e+001dB,-2.18173668378678e+001°)
4.40700000000000e+003	(7.06525157357183e+001dB,-2.20868699019612e+001°)
4.40800000000000e+003	(7.05816072009560e+001dB,-2.23556655263602e+001°)
4.40900000000000e+003	(7.05112879619936e+001dB,-2.26237748686040e+001°)
4.41000000000000e+003	(7.04415522028626e+001dB,-2.28912187188823e+001°)
4.41100000000000e+003	(7.03723942202936e+001dB,-2.31580175129023e+001°)
4.41200000000000e+003	(7.03038084206848e+001dB,-2.34241913442589e+001°)
4.41300000000000e+003	(7.02357893171631e+001dB,-2.36897599763358e+001°)
4.41400000000000e+003	(7.01683315267263e+001dB,-2.39547428537665e+001°)
4.41500000000000e+003	(7.01014297674979e+001dB,-2.42191591134509e+001°)
4.41600000000000e+003	(7.00350788560333e+001dB,-2.44830275951792e+001°)
4.41700000000000e+003	(6.99692737047546e+001dB,-2.47463668518513e+001°)
4.41800000000000e+003	(6.99040093194064e+001dB,-2.50091951593383e+001°)
4.41900000000000e+003	(6.98392807966414e+001dB,-2.52715305259729e+001°)
4.42000000000000e+003	(6.97750833216515e+001dB,-2.55333907017090e+001°)
4.42100000000000e+003	(6.97114121658562e+001dB,-2.57947931869578e+001°)
4.42200000000000e+003	(6.96482626847000e+001dB,-2.60557552411038e+001°)
4.42300000000000e+003	(6.95856303154715e+001dB,-2.63162938907320e+001°)
4.42400000000000e+003	(6.95235105752198e+001dB,-2.65764259375647e+001°)
4.42500000000000e+003	(6.94618990586928e+001dB,-2.68361679661344e+001°)
4.42600000000000e+003	(6.94007914363905e+001dB,-2.70955363511801e+001°)
4.42700000000000e+003	(6.93401834526050e+001dB,-2.73545472648158e+001°)
4.42800000000000e+003	(6.92800709235730e+001dB,-2.76132166834394e+001°)
4.42900000000000e+003	(6.92204497356504e+001dB,-2.78715603944254e+001°)
4.43000000000000e+003	(6.91613158435434e+001dB,-2.81295940025926e+001°)
4.43100000000000e+003	(6.91026652685920e+001dB,-2.83873329364613e+001°)
4.43200000000000e+003	(6.90444940970801e+001dB,-2.86447924543160e+001°)
4.43300000000000e+003	(6.89867984786379e+001dB,-2.89019876500574e+001°)
4.43400000000000e+003	(6.89295746246264e+001dB,-2.91589334588886e+001°)
4.43500000000000e+003	(6.88728188066146e+001dB,-2.94156446628073e+001°)
4.43600000000000e+003	(6.88165273548607e+001dB,-2.96721358959375e+001°)
4.43700000000000e+003	(6.87606966568591e+001dB,-2.99284216496871e+001°)
4.43800000000000e+003	(6.87053231559097e+001dB,-3.01845162777548e+001°)
4.43900000000000e+003	(6.86504033497246e+001dB,-3.04404340009805e+001°)
4.44000000000000e+003	(6.85959337890779e+001dB,-3.06961889120528e+001°)
4.44100000000000e+003	(6.85419110764778e+001dB,-3.09517949800704e+001°)
4.44200000000000e+003	(6.84883318648823e+001dB,-3.12072660549769e+001°)
4.44300000000000e+003	(6.84351928564285e+001dB,-3.14626158718578e+001°)
4.44400000000000e+003	(6.83824908012267e+001dB,-3.17178580551112e+001°)
4.44500000000000e+003	(6.83302224961329e+001dB,-3.19730061225098e+001°)
4.44600000000000e+003	(6.82783847836046e+001dB,-3.22280734891280e+001°)
4.44700000000000e+003	(6.82269745505353e+001dB,-3.24830734711761e+001°)
4.44800000000000e+003	(6.81759887271492e+001dB,-3.27380192897109e+001°)
4.44900000000000e+003	(6.81254242859086e+001dB,-3.29929240742483e+001°)
4.45000000000000e+003	(6.80752782404336e+001dB,-3.32478008662810e+001°)
4.45100000000000e+003	(6.80255476444729e+001dB,-3.35026626226866e+001°)
4.45200000000000e+003	(6.79762295908733e+001dB,-3.37575222190513e+001°)
4.45300000000000e+003	(6.79273212105767e+001dB,-3.40123924529030e+001°)
4.45400000000000e+003	(6.78788196716487e+001dB,-3.42672860468479e+001°)
4.45500000000000e+003	(6.78307221783137e+001dB,-3.45222156516347e+001°)
4.45600000000000e+003	(6.77830259700205e+001dB,-3.47771938491246e+001°)
4.45700000000000e+003	(6.77357283205142e+001dB,-3.50322331551949e+001°)
4.45800000000000e+003	(6.76888265369403e+001dB,-3.52873460225539e+001°)
4.45900000000000e+003	(6.76423179589596e+001dB,-3.55425448434859e+001°)
4.46000000000000e+003	(6.75961999578810e+001dB,-3.57978419525280e+001°)
4.46100000000000e+003	(6.75504699358104e+001dB,-3.60532496290694e+001°)
4.46200000000000e+003	(6.75051253248081e+001dB,-3.63087800998916e+001°)
4.46300000000000e+003	(6.74601635860761e+001dB,-3.65644455416323e+001°)
4.46400000000000e+003	(6.74155822091553e+001dB,-3.68202580831924e+001°)
4.46500000000000e+003	(6.73713787111254e+001dB,-3.70762298080806e+001°)
4.46600000000000e+003	(6.73275506358282e+001dB,-3.73323727566942e+001°)
4.46700000000000e+003	(6.72840955531096e+001dB,-3.75886989285407e+001°)
4.46800000000000e+003	(6.72410110580601e+001dB,-3.78452202844051e+001°)
4.46900000000000e+003	(6.71982947702710e+001dB,-3.81019487484613e+001°)
4.47000000000000e+003	(6.71559443331197e+001dB,-3.83588962103198e+001°)
4.47100000000000e+003	(6.71139574130384e+001dB,-3.86160745270354e+001°)
4.47200000000000e+003	(6.70723316988147e+001dB,-3.88734955250530e+001°)
4.47300000000000e+003	(6.70310649008901e+001dB,-3.91311710021067e+001°)
4.47400000000000e+003	(6.69901547506786e+001dB,-3.93891127290651e+001°)
4.47500000000000e+003	(6.69495989998822e+001dB,-3.96473324517334e+001°)
4.47600000000000e+003	(6.69093954198332e+001dB,-3.99058418925994e+001°)
4.47700000000000e+003	(6.68695418008204e+001dB,-4.01646527525420e+001°)
4.47800000000000e+003	(6.68300359514572e+001dB,-4.04237767124827e+001°)
4.47900000000000e+003	(6.67908756980175e+001dB,-4.06832254349997e+001°)
4.48000000000000e+003	(6.67520588838183e+001dB,-4.09430105658954e+001°)
4.48100000000000e+003	(6.67135833685823e+001dB,-4.12031437357152e+001°)
4.48200000000000e+003	(6.66754470278150e+001dB,-4.14636365612293e+001°)
4.48300000000000e+003	(6.66376477522002e+001dB,-4.17245006468633e+001°)
4.48400000000000e+003	(6.66001834469853e+001dB,-4.19857475860963e+001°)
4.48500000000000e+003	(6.65630520313795e+001dB,-4.22473889628064e+001°)
4.48600000000000e+003	(6.65262514379574e+001dB,-4.25094363525842e+001°)
4.48700000000000e+003	(6.64897796120782e+001dB,-4.27719013239943e+001°)
4.48800000000000e+003	(6.64536345112821e+001dB,-4.30347954398081e+001°)
4.48900000000000e+003	(6.64178141047299e+001dB,-4.32981302581818e+001°)
4.49000000000000e+003	(6.63823163726152e+001dB,-4.35619173338067e+001°)
4.49100000000000e+003	(6.63471393055943e+001dB,-4.38261682190112e+001°)
4.49200000000000e+003	(6.63122809042285e+001dB,-4.40908944648232e+001°)
4.49300000000000e+003	(6.62777391784073e+001dB,-4.43561076219952e+001°)
4.49400000000000e+003	(6.62435121468073e+001dB,-4.46218192419856e+001°)
4.49500000000000e+003	(6.62095978363166e+001dB,-4.48880408779041e+001°)
4.49600000000000e+003	(6.61759942814993e+001dB,-4.51547840854112e+001°)
4.49700000000000e+003	(6.61426995240404e+001dB,-4.54220604235823e+001°)
4.49800000000000e+003	(6.61097116121971e+001dB,-4.56898814557279e+001°)
4.49900000000000e+003	(6.60770286002585e+001dB,-4.59582587501753e+001°)
4.50000000000000e+003	(6.60446485480074e+001dB,-4.62272038810060e+001°)
4.50100000000000e+003	(6.60125695201769e+001dB,-4.64967284287576e+001°)
4.50200000000000e+003	(6.59807895859140e+001dB,-4.67668439810794e+001°)
4.50300000000000e+003	(6.59493068182535e+001dB,-4.70375621333454e+001°)
4.50400000000000e+003	(6.59181192935752e+001dB,-4.73088944892307e+001°)
4.50500000000000e+003	(6.58872250910800e+001dB,-4.75808526612397e+001°)
4.50600000000000e+003	(6.58566222922559e+001dB,-4.78534482711944e+001°)
4.50700000000000e+003	(6.58263089803550e+001dB,-4.81266929506769e+001°)
4.50800000000000e+003	(6.57962832398668e+001dB,-4.84005983414297e+001°)
4.50900000000000e+003	(6.57665431559850e+001dB,-4.86751760957129e+001°)
4.51000000000000e+003	(6.57370868140927e+001dB,-4.89504378766088e+001°)
4.51100000000000e+003	(6.57079122992312e+001dB,-4.92263953582908e+001°)
4.51200000000000e+003	(6.56790176955826e+001dB,-4.95030602262382e+001°)
4.51300000000000e+003	(6.56504010859393e+001dB,-4.97804441774091e+001°)
4.51400000000000e+003	(6.56220605511981e+001dB,-5.00585589203546e+001°)
4.51500000000000e+003	(6.55939941698148e+001dB,-5.03374161753044e+001°)
4.51600000000000e+003	(6.55662000173072e+001dB,-5.06170276741789e+001°)
4.51700000000000e+003	(6.55386761657143e+001dB,-5.08974051605697e+001°)
4.51800000000000e+003	(6.55114206830925e+001dB,-5.11785603896571e+001°)
4.51900000000000e+003	(6.54844316329806e+001dB,-5.14605051280828e+001°)
4.52000000000000e+003	(6.54577070738843e+001dB,-5.17432511537635e+001°)
4.52100000000000e+003	(6.54312450587628e+001dB,-5.20268102556547e+001°)
4.52200000000000e+003	(6.54050436344922e+001dB,-5.23111942334560e+001°)
4.52300000000000e+003	(6.53791008413556e+001dB,-5.25964148972622e+001°)
4.52400000000000e+003	(6.53534147125244e+001dB,-5.28824840671562e+001°)
4.52500000000000e+003	(6.53279832735225e+001dB,-5.31694135727431e+001°)
4.52600000000000e+003	(6.53028045417223e+001dB,-5.34572152526216e+001°)
4.52700000000000e+003	(6.52778765258092e+001dB,-5.37459009538038e+001°)
4.52800000000000e+003	(6.52531972252641e+001dB,-5.40354825310602e+001°)
4.52900000000000e+003	(6.52287646298361e+001dB,-5.43259718462109e+001°)
4.53000000000000e+003	(6.52045767190363e+001dB,-5.46173807673460e+001°)
4.53100000000000e+003	(6.51806314615918e+001dB,-5.49097211679844e+001°)
4.53200000000000e+003	(6.51569268149399e+001dB,-5.52030049261615e+001°)
4.53300000000000e+003	(6.51334607246922e+001dB,-5.54972439234498e+001°)
4.53400000000000e+003	(6.51102311241209e+001dB,-5.57924500439103e+001°)
4.53500000000000e+003	(6.50872359336332e+001dB,-5.60886351729665e+001°)
4.53600000000000e+003	(6.50644730602421e+001dB,-5.63858111962156e+001°)
4.53700000000000e+003	(6.50419403970479e+001dB,-5.66839899981526e+001°)
4.53800000000000e+003	(6.50196358227128e+001dB,-5.69831834608275e+001°)
4.53900000000000e+003	(6.49975572009428e+001dB,-5.72834034624195e+001°)
4.54000000000000e+003	(6.49757023799553e+001dB,-5.75846618757358e+001°)
4.54100000000000e+003	(6.49540691919679e+001dB,-5.78869705666242e+001°)
4.54200000000000e+003	(6.49326554526660e+001dB,-5.81903413923100e+001°)
4.54300000000000e+003	(6.49114589606954e+001dB,-5.84947861996375e+001°)
4.54400000000000e+003	(6.48904774971297e+001dB,-5.88003168232411e+001°)
4.54500000000000e+003	(6.48697088249567e+001dB,-5.91069450836155e+001°)
4.54600000000000e+003	(6.48491506885663e+001dB,-5.94146827851012e+001°)
4.54700000000000e+003	(6.48288008132238e+001dB,-5.97235417137820e+001°)
4.54800000000000e+003	(6.48086569045669e+001dB,-6.00335336352832e+001°)
4.54900000000000e+003	(6.47887166480821e+001dB,-6.03446702924854e+001°)
4.55000000000000e+003	(6.47689777086066e+001dB,-6.06569634031288e+001°)
4.55100000000000e+003	(6.47494377298127e+001dB,-6.09704246573321e+001°)
4.55200000000000e+003	(6.47300943337017e+001dB,-6.12850657150058e+001°)
4.55300000000000e+003	(6.47109451201117e+001dB,-6.16008982031636e+001°)
4.55400000000000e+003	(6.46919876662056e+001dB,-6.19179337131336e+001°)
4.55500000000000e+003	(6.46732195259874e+001dB,-6.22361837976639e+001°)
4.55600000000000e+003	(6.46546382298033e+001dB,-6.25556599679224e+001°)
4.55700000000000e+003	(6.46362412838614e+001dB,-6.28763736903846e+001°)
4.55800000000000e+003	(6.46180261697410e+001dB,-6.31983363836208e+001°)
4.55900000000000e+003	(6.45999903439256e+001dB,-6.35215594149597e+001°)
4.56000000000000e+003	(6.45821312373163e+001dB,-6.38460540970526e+001°)
4.56100000000000e+003	(6.45644462547846e+001dB,-6.41718316843110e+001°)
4.56200000000000e+003	(6.45469327746975e+001dB,-6.44989033692358e+001°)
4.56300000000000e+003	(6.45295881484677e+001dB,-6.48272802786292e+001°)
4.56400000000000e+003	(6.45124097001147e+001dB,-6.51569734696810e+001°)
4.56500000000000e+003	(6.44953947258160e+001dB,-6.54879939259438e+001°)
4.56600000000000e+003	(6.44785404934884e+001dB,-6.58203525531795e+001°)
4.56700000000000e+003	(6.44618442423540e+001dB,-6.61540601750865e+001°)
4.56800000000000e+003	(6.44453031825370e+001dB,-6.64891275289029e+001°)
4.56900000000000e+003	(6.44289144946625e+001dB,-6.68255652608824e+001°)
4.57000000000000e+003	(6.44126753294570e+001dB,-6.71633839216472e+001°)
4.57100000000000e+003	(6.43965828073728e+001dB,-6.75025939614111e+001°)
4.57200000000000e+003	(6.43806340182196e+001dB,-6.78432057250746e+001°)
4.57300000000000e+003	(6.43648260208061e+001dB,-6.81852294471952e+001°)
4.57400000000000e+003	(6.43491558425903e+001dB,-6.85286752468249e+001°)
4.57500000000000e+003	(6.43336204793653e+001dB,-6.88735531222154e+001°)
4.57600000000000e+003	(6.43182168949238e+001dB,-6.92198729454002e+001°)
4.57700000000000e+003	(6.43029420207733e+001dB,-6.95676444566396e+001°)
4.57800000000000e+003	(6.42877927558446e+001dB,-6.99168772587376e+001°)
4.57900000000000e+003	(6.42727659662183e+001dB,-7.02675808112305e+001°)
4.58000000000000e+003	(6.42578584848881e+001dB,-7.06197644244358e+001°)
4.58100000000000e+003	(6.42430671115134e+001dB,-7.09734372533868e+001°)
4.58200000000000e+003	(6.42283886122176e+001dB,-7.13286082916184e+001°)
4.58300000000000e+003	(6.42138197193824e+001dB,-7.16852863648417e+001°)
4.58400000000000e+003	(6.41993571314923e+001dB,-7.20434801244736e+001°)
4.58500000000000e+003	(6.41849975129590e+001dB,-7.24031980410556e+001°)
4.58600000000000e+003	(6.41707374940200e+001dB,-7.27644483975336e+001°)
4.58700000000000e+003	(6.41565736706100e+001dB,-7.31272392824185e+001°)
4.58800000000000e+003	(6.41425026042960e+001dB,-7.34915785828272e+001°)
4.58900000000000e+003	(6.41285208222101e+001dB,-7.38574739773941e+001°)
4.59000000000000e+003	(6.41146248170320e+001dB,-7.42249329290725e+001°)
4.59100000000000e+003	(6.41008110469725e+001dB,-7.45939626778175e+001°)
4.59200000000000e+003	(6.40870759358110e+001dB,-7.49645702331477e+001°)
4.59300000000000e+003	(6.40734158729475e+001dB,-7.53367623666107e+001°)
4.59400000000000e+003	(6.40598272134808e+001dB,-7.57105456041285e+001°)
4.59500000000000e+003	(6.40463062783376e+001dB,-7.60859262182426e+001°)
4.59600000000000e+003	(6.40328493544094e+001dB,-7.64629102202640e+001°)
4.59700000000000e+003	(6.40194526947364e+001dB,-7.68415033523219e+001°)
4.59800000000000e+003	(6.40061125187319e+001dB,-7.72217110793182e+001°)
4.59900000000000e+003	(6.39928250124207e+001dB,-7.76035385808061e+001°)
4.60000000000000e+003	(6.39795863287324e+001dB,-7.79869907427789e+001°)
4.60100000000000e+003	(6.39663925878268e+001dB,-7.83720721493805e+001°)
4.60200000000000e+003	(6.39532398774521e+001dB,-7.87587870745507e+001°)
4.60300000000000e+003	(6.39401242533453e+001dB,-7.91471394736097e+001°)
4.60400000000000e+003	(6.39270417396825e+001dB,-7.95371329747741e+001°)
4.60500000000000e+003	(6.39139883295489e+001dB,-7.99287708706287e+001°)
4.60600000000000e+003	(6.39009599854746e+001dB,-8.03220561095584e+001°)
4.60700000000000e+003	(6.38879526399909e+001dB,-8.07169912871352e+001°)
4.60800000000000e+003	(6.38749621962511e+001dB,-8.11135786374822e+001°)
4.60900000000000e+003	(6.38619845286804e+001dB,-8.15118200246213e+001°)
4.61000000000000e+003	(6.38490154836793e+001dB,-8.19117169337994e+001°)
4.61100000000000e+003	(6.38360508803718e+001dB,-8.23132704628268e+001°)
4.61200000000000e+003	(6.38230865114014e+001dB,-8.27164813134094e+001°)
4.61300000000000e+003	(6.38101181437689e+001dB,-8.31213497825116e+001°)
4.61400000000000e+003	(6.37971415197290e+001dB,-8.35278757537376e+001°)
4.61500000000000e+003	(6.37841523577260e+001dB,-8.39360586887546e+001°)
4.61600000000000e+003	(6.37711463533930e+001dB,-8.43458976187664e+001°)
4.61700000000000e+003	(6.37581191805841e+001dB,-8.47573911360490e+001°)
4.61800000000000e+003	(6.37450664924681e+001dB,-8.51705373855581e+001°)
4.61900000000000e+003	(6.37319839226754e+001dB,-8.55853340566204e+001°)
4.62000000000000e+003	(6.37188670864953e+001dB,-8.60017783747215e+001°)
4.62100000000000e+003	(6.37057115821114e+001dB,-8.64198670934132e+001°)
4.62200000000000e+003	(6.36925129919175e+001dB,-8.68395964863313e+001°)
4.62300000000000e+003	(6.36792668838598e+001dB,-8.72609623393612e+001°)
4.62400000000000e+003	(6.36659688128452e+001dB,-8.76839599429488e+001°)
4.62500000000000e+003	(6.36526143221991e+001dB,-8.81085840845793e+001°)
4.62600000000000e+003	(6.36391989451753e+001dB,-8.85348290414342e+001°)
4.62700000000000e+003	(6.36257182065204e+001dB,-8.89626885732410e+001°)
4.62800000000000e+003	(6.36121676240900e+001dB,-8.93921559153350e+001°)
4.62900000000000e+003	(6.35985427105164e+001dB,-8.98232237719425e+001°)
4.63000000000000e+003	(6.35848389749238e+001dB,-9.02558843097032e+001°)
4.63100000000000e+003	(6.35710519247068e+001dB,-9.06901291514470e+001°)
4.63200000000000e+003	(6.35571770673395e+001dB,-9.11259493702422e+001°)
4.63300000000000e+003	(6.35432099122572e+001dB,-9.15633354837286e+001°)
4.63400000000000e+003	(6.35291459727712e+001dB,-9.20022774487466e+001°)
4.63500000000000e+003	(6.35149807680336e+001dB,-9.24427646562931e+001°)
4.63600000000000e+003	(6.35007098250569e+001dB,-9.28847859267988e+001°)
4.63700000000000e+003	(6.34863286807684e+001dB,-9.33283295057609e+001°)
4.63800000000000e+003	(6.34718328841176e+001dB,-9.37733830597351e+001°)
4.63900000000000e+003	(6.34572179982190e+001dB,-9.42199336727101e+001°)
4.64000000000000e+003	(6.34424796025499e+001dB,-9.46679678428714e+001°)
4.64100000000000e+003	(6.34276132951668e+001dB,-9.51174714797750e+001°)
4.64200000000000e+003	(6.34126146949806e+001dB,-9.55684299019521e+001°)
4.64300000000000e+003	(6.33974794440542e+001dB,-9.60208278349416e+001°)
4.64400000000000e+003	(6.33822032099401e+001dB,-9.64746494097782e+001°)
4.64500000000000e+003	(6.33667816880485e+001dB,-9.69298781619529e+001°)
4.64600000000000e+003	(6.33512106040413e+001dB,-9.73864970308480e+001°)
4.64700000000000e+003	(6.33354857162653e+001dB,-9.78444883596588e+001°)
4.64800000000000e+003	(6.33196028181946e+001dB,-9.83038338958323e+001°)
4.64900000000000e+003	(6.33035577409051e+001dB,-9.87645147920174e+001°)
4.65000000000000e+003	(6.32873463555622e+001dB,-9.92265116075324e+001°)
4.65100000000000e+003	(6.32709645759347e+001dB,-9.96898043103938e+001°)
4.65200000000000e+003	(6.32544083609098e+001dB,-1.00154372279869e+002°)
4.65300000000000e+003	(6.32376737170244e+001dB,-1.00620194309603e+002°)
4.65400000000000e+003	(6.32207567010112e+001dB,-1.01087248611301e+002°)
4.65500000000000e+003	(6.32036534223325e+001dB,-1.01555512818990e+002°)
4.65600000000000e+003	(6.31863600457288e+001dB,-1.02024963993860e+002°)
4.65700000000000e+003	(6.31688727937593e+001dB,-1.02495578629678e+002°)
4.65800000000000e+003	(6.31511879493342e+001dB,-1.02967332658819e+002°)
4.65900000000000e+003	(6.31333018582445e+001dB,-1.03440201458853e+002°)
4.66000000000000e+003	(6.31152109316689e+001dB,-1.03914159859763e+002°)
4.66100000000000e+003	(6.30969116486699e+001dB,-1.04389182151747e+002°)
4.66200000000000e+003	(6.30784005586712e+001dB,-1.04865242093605e+002°)
4.66300000000000e+003	(6.30596742839045e+001dB,-1.05342312921749e+002°)
4.66400000000000e+003	(6.30407295218243e+001dB,-1.05820367359792e+002°)
4.66500000000000e+003	(6.30215630475099e+001dB,-1.06299377628730e+002°)
4.66600000000000e+003	(6.30021717160111e+001dB,-1.06779315457722e+002°)
4.66700000000000e+003	(6.29825524646582e+001dB,-1.07260152095449e+002°)
4.66800000000000e+003	(6.29627023153429e+001dB,-1.07741858322041e+002°)
4.66900000000000e+003	(6.29426183767274e+001dB,-1.08224404461586e+002°)
4.67000000000000e+003	(6.29222978464259e+001dB,-1.08707760395197e+002°)
4.67100000000000e+003	(6.29017380131174e+001dB,-1.09191895574620e+002°)
4.67200000000000e+003	(6.28809362586057e+001dB,-1.09676779036384e+002°)
4.67300000000000e+003	(6.28598900598081e+001dB,-1.10162379416485e+002°)
4.67400000000000e+003	(6.28385969906984e+001dB,-1.10648664965566e+002°)
4.67500000000000e+003	(6.28170547241547e+001dB,-1.11135603564609e+002°)
4.67600000000000e+003	(6.27952610337575e+001dB,-1.11623162741095e+002°)
4.67700000000000e+003	(6.27732137954950e+001dB,-1.12111309685632e+002°)
4.67800000000000e+003	(6.27509109893994e+001dB,-1.12600011269028e+002°)
4.67900000000000e+003	(6.27283507011014e+001dB,-1.13089234059788e+002°)
4.68000000000000e+003	(6.27055311232937e+001dB,-1.13578944342011e+002°)
4.68100000000000e+003	(6.26824505571078e+001dB,-1.14069108133673e+002°)
4.68200000000000e+003	(6.26591074134015e+001dB,-1.14559691205275e+002°)
4.68300000000000e+003	(6.26355002139612e+001dB,-1.15050659098809e+002°)
4.68400000000000e+003	(6.26116275925946e+001dB,-1.15541977147060e+002°)
4.68500000000000e+003	(6.25874882961354e+001dB,-1.16033610493177e+002°)
